driver,maneuver,window_start,window_end,SpeedLevel,SpeedTrend,BrakeUse,GasUse,SteerIntensity,SteerActivity,GearChange,RPMTrend,RPMLevel,Maneuver marker flag
Driver1,Overtaking,89.798,90.794,1.0,-8.292776608632399e-17,0.0,0.7464214679699925,0.5,0.0131540236292408,0,0.015613124868756406,0.5296820465139066,1.0
Driver1,Overtaking,90.324,91.32,1.0,-5.3750400536331806e-17,0.0,0.7473862689901567,0.33333333333333337,0.0,0,0.015654059762469242,0.5379315378481971,1.0
Driver1,Overtaking,90.846,91.836,1.0,-4.671311470254567e-17,0.0,0.7571120998995264,0.6666666666666667,0.029908177327697003,0,0.015869217488414515,0.5462416364699307,1.0
Driver1,Overtaking,91.372,92.345,1.0,-1.6421562625213964e-16,0.0,0.7449925743226816,0.8317152103559871,0.030937891949644625,0,0.014415493057463792,0.5541407684991935,1.0
Driver1,Overtaking,91.887,92.855,1.0,-1.919734906843967e-17,0.0,0.7343705847488988,0.8317152103559871,0.039376906520493644,0,0.18282664598924847,0.7231596581419484,1.0
Driver1,Overtaking,92.396,93.367,1.0,-2.0211774125530487e-16,0.0,0.775444100418982,0.6666666666666667,0.006371843111751135,0,-0.2715287218920617,0.6264559640932533,1.0
Driver1,Overtaking,92.906,93.878,1.0,-2.0527126914234525e-16,0.0,0.47638449092856605,0.16666666666666669,0.0,0,0.3121765671022199,0.6726498549101759,0.55
Driver1,Overtaking,93.418,94.391,1.0,2.984776688196407e-17,0.0,0.09530410125870356,0.16666666666666669,0.0,1,-0.4932032712970952,0.5750935278988379,0.05
Driver1,Overtaking,109.453,110.447,0.6530373270921475,0.03979928865163136,0.0,0.6954843484688263,0.7491909385113269,0.04463387064306837,0,0.07041052682652671,0.7230662141338688,0.45
Driver1,Overtaking,109.974,110.979,0.6793763315029856,0.058754732321217716,0.0,0.8004901630524465,0.7491909385113269,0.047777210015329565,0,0.09757308605582203,0.7679063661383513,0.95
Driver1,Overtaking,110.501,111.51,0.7132992768626039,0.06948809096560292,0.0,0.8591039975628546,0.7491909385113269,0.03158823802666417,0,0.11274531938354576,0.8235524667765642,1.0
Driver1,Overtaking,111.033,112.042,0.7515347916104059,0.07647660909062727,0.0,0.9067710850667238,0.7491909385113269,0.0585853424381784,0,0.12346565777391115,0.8854640792551917,1.0
Driver1,Overtaking,111.563,112.57,0.7921430071713624,0.07538669486190366,0.0,0.8661802140118283,0.7491909385113269,0.04732816153357798,0,0.1395194190004843,0.9533661133595653,1.0
Driver1,Overtaking,112.095,113.1,0.8081848051129714,0.0011733283474120288,0.0,0.2410233276603307,0.33333333333333337,0.003979498614143479,1,-0.4505877902958039,0.8967883807095642,1.0
Driver1,Overtaking,112.624,113.612,0.79834293515768,-0.03739578406410511,0.0,0.5605481233687677,0.6666666666666667,0.060613802821263225,1,-0.4003846775731252,0.6365462355163818,1.0
Driver1,Overtaking,113.151,114.124,0.7985672277732769,0.03148890164938266,0.0,0.880929239788351,1.0,0.0466623310261532,0,0.05826372148553976,0.5693191373936679,1.0
Driver1,Overtaking,113.663,114.647,0.8204826417019234,0.05021752775433067,0.0,0.9205553098230824,1.0,0.0008051903810718312,0,0.058309052589488916,0.598261427323546,1.0
Driver1,Overtaking,114.175,115.17,0.8478883487862694,0.053036460886135665,0.0,0.9236359162582788,1.0,0.07535498056703985,0,0.06197791469027075,0.6303375755648282,1.0
Driver1,Overtaking,114.701,115.689,0.8755378521919163,0.05228185206698192,0.0,0.9071257209644299,1.0,0.027508090614886734,0,0.05954196583745102,0.6621415034428102,1.0
Driver1,Overtaking,115.223,116.201,0.9015467938908392,0.04643087036648428,0.0,0.8163145206410395,0.0,0.0,0,0.04977904532845435,0.6910790349192588,1.0
Driver1,Overtaking,115.742,116.71,0.9214953341134815,0.029413472008328435,0.0,0.6372457523270539,0.0,0.0,0,0.026626959597317163,0.711067553333232,1.0
Driver1,Overtaking,116.253,117.22,0.9323498964803312,0.012950158194116601,0.0,0.5262431540723078,0.0825242718446602,0.012240442235332376,0,0.010947642057164631,0.7206623713871385,1.0
Driver1,Overtaking,116.764,117.732,0.9368094938038228,0.0038118938061955576,0.0,0.450228238273923,0.0825242718446602,0.018163236865331906,0,0.001107776430377518,0.7239088722733097,1.0
Driver1,Overtaking,117.273,118.243,0.9372490773246916,-0.0009788502378826269,0.0,0.48191737725662964,0.41585760517799353,0.04213313513262415,0,0.00029589350245493213,0.7237492072626163,1.0
Driver1,Overtaking,117.785,118.749,0.9401423770516397,0.012251025936764815,0.0,0.6219273758017633,0.5,0.043689320388349516,0,0.01922693825983574,0.7291882770169523,1.0
Driver1,Overtaking,118.293,119.261,0.9490870765445433,0.02101421226194063,0.0,0.6715560919358414,0.5,0.028429414223997765,0,0.025592993757987004,0.7410527295636087,1.0
Driver1,Overtaking,118.803,119.771,0.956794791010292,0.0006819590939805497,0.0,0.40225621467188855,0.5,0.032579241572598755,1,0.07987993501469108,0.7870907228826092,1.0
Driver1,Overtaking,119.314,120.281,0.9487900201038196,-0.03142278508888925,0.0,0.19982180327276594,0.24919093851132687,0.019765875412272964,1,-0.5507067998373083,0.6213903432881318,1.0
Driver1,Overtaking,119.822,120.791,0.9333280823356438,-0.017221694763617627,0.0,0.4778742155682425,1.0,0.06341648472460941,1,-0.12107417221985035,0.5196474858230373,1.0
Driver1,Overtaking,120.332,121.301,0.9314924835718786,0.006574442836055789,0.0,0.6004813752686377,1.0,0.014772146606587076,0,-0.07200141831571165,0.4636295449999055,1.0
Driver1,Overtaking,120.843,121.813,0.9352912053290123,0.007878170463236345,0.0,0.6190974164892022,1.0,0.0825242718446602,0,0.007708647549592626,0.4499169299776498,1.0
Driver1,Overtaking,121.353,122.325,0.9395182584691091,0.008281450107809823,0.0,0.6425431260490417,1.0,0.053018689707499116,0,0.007972279953518542,0.4539380266439231,1.0
Driver1,Overtaking,121.865,122.841,0.9443199207849491,0.0073119807727586176,0.0,0.5595718005876099,0.33333333333333337,0.0015948963317384372,0,0.158826662612131,0.48125863370676897,1.0
Driver1,Overtaking,122.377,123.353,0.9388041227833288,-0.021005482443154505,0.0,0.12113862338390215,0.33333333333333337,0.0,1,-0.28830862249596817,0.43764114256717773,0.6
Driver1,Overtaking,122.892,123.867,0.9221194526960123,-0.04808558007983961,0.0,0.19297192107789002,0.33333333333333337,0.0,1,-0.22699178674936918,0.29236701306826623,0.1
Driver1,Overtaking,132.646,133.626,0.500570858463108,0.02759902703329858,0.0,0.5637054764492275,0.6666666666666667,0.05901116427432218,0,0.02014941242702515,0.8391857452725985,0.45
Driver1,Overtaking,133.161,134.139,0.5123143397245477,0.016209674333818605,0.0,0.6179345974072132,0.6666666666666667,0.03145662036821976,0,-0.6173022418738222,0.652929522834574,0.95
Driver1,Overtaking,133.678,134.662,0.5279593122693311,0.04422162625453002,0.0,0.7662574488673036,0.0825242718446602,0.0,0,0.05369734146032216,0.5374035433445501,1.0
Driver1,Overtaking,134.19,135.194,0.5584803612686411,0.0695020869714816,0.0,0.8463017588261084,0.0825242718446602,0.0,0,0.11326103543444983,0.5789058728606903,1.0
Driver1,Overtaking,134.716,135.717,0.5966018543523269,0.07526390269922012,0.0,0.8771394591997843,0.0825242718446602,0.0,0,0.12067057352581007,0.6404290390241517,1.0
Driver1,Overtaking,135.244,136.243,0.6324271611606206,0.0482655996994293,0.0,0.6016693859975453,0.5,0.026764837955435807,1,0.37233711557577426,0.7626999905715267,1.0
Driver1,Overtaking,135.768,136.773,0.6415286404416839,-0.008711418538873666,0.0,0.16097852949131425,1.0,0.0502624610953686,1,-0.5453542757085303,0.6659813621506631,1.0
Driver1,Overtaking,136.296,137.303,0.6284394034866625,-0.026227088876049836,0.0,0.5299376360275703,1.0,0.019549093386599773,1,0.08342733819706308,0.5275537022300127,1.0
Driver1,Overtaking,136.826,137.835,0.6355049959492304,0.042129816262318744,0.0,0.8328562543145578,1.0,0.09888357256778309,0,-0.1583859651668792,0.42667198431105935,1.0
Driver1,Overtaking,137.357,138.365,0.660323461457677,0.052223371293277525,0.0,0.9253276622835154,1.0,0.05545748749632245,0,0.06159306970350726,0.4143375593802716,1.0
Driver1,Overtaking,137.888,138.899,0.6895025054760404,0.05787724626706083,0.0,0.9624415978534374,0.5825242718446603,0.020718167882194456,0,0.0673977628276187,0.44856797142417904,1.0
Driver1,Overtaking,138.421,139.43,0.7203581180424281,0.05948700428583158,0.0,0.9693590483415987,0.5825242718446603,0.004769204564810085,0,0.06875931681498396,0.4843677403072588,1.0
Driver1,Overtaking,138.951,139.954,0.751422270231344,0.05918642654783958,0.0,0.9694630371166696,0.5825242718446603,0.0,0,0.0681689473682082,0.5202119343441487,1.0
Driver1,Overtaking,139.484,140.466,0.7820475890419178,0.05835725879263263,0.0,0.9850692623827197,0.5825242718446603,0.04115761601709481,0,0.06816330965799687,0.5556714689613461,1.0
Driver1,Overtaking,140.004,140.978,0.8137126053950251,0.06239511638401214,0.0,0.9985700322902235,0.5825242718446603,0.05105216704603522,0,0.07326146338866968,0.5928195252718276,1.0
Driver1,Overtaking,140.517,141.501,0.8471952170912473,0.06439341456066522,0.0,1.0,0.16666666666666669,0.033817996005016955,0,0.0743184729624432,0.6317439505283657,1.0
Driver1,Overtaking,141.028,142.027,0.881477480721337,0.0650304668551832,0.0,1.0,0.16666666666666669,0.012797881729920565,0,0.0748246503716378,0.6712458712875418,1.0
Driver1,Overtaking,141.554,142.537,0.9150958682149607,0.062417257984469655,0.0,1.0,0.24919093851132687,0.021066567566312075,0,0.07122855451876212,0.7098024564643608,1.0
